Geneid,GSM5290389_Snr1KD_RNA-seq_Ov_rep1,GSM5290390_Snr1KD_RNA-seq_Ov_rep2,GSM5290391_mod_mdg4KD_RNA-seq_Ov_rep1,GSM5290392_mod_mdg4KD_RNA-seq_Ov_rep2
FBgn0030776,0,0,0,1
FBgn0030780,1,0,0,0
FBgn0052572,8,10,2,5
FBgn0052571,0,0,0,0
FBgn0052570,0,1,0,0
FBgn0052569,0,0,0,0
FBgn0052574,3,0,0,0
FBgn0030786,2831,2157,5005,4194
FBgn0030788,4291,5475,6171,5756
FBgn0030790,9180,10799,13013,11642
FBgn0030792,2758,1887,6682,5560
FBgn0030794,3194,2687,8341,7588
FBgn0030795,32,36,109,154
FBgn0030796,84,110,200,244
FBgn0030799,1065,1105,1122,1005
FBgn0030801,1882,2495,2111,1890
FBgn0030803,6337,7831,6785,6169
FBgn0030804,0,0,0,0
FBgn0027556,18,25,33,54
FBgn0053252,1,1,0,0
FBgn0030802,3037,2598,7691,6840
FBgn0030800,2555,2350,3316,2938
FBgn0030798,129,192,281,425
FBgn0030797,8,21,39,71
FBgn0030793,2051,1918,7478,6510
FBgn0030791,4896,5976,8279,8152
FBgn0030789,3697,3640,4813,4365
FBgn0030787,5245,5000,6759,6179
FBgn0001250,447,300,977,1183
FBgn0027528,3529,4355,4895,4741
FBgn0030777,0,1,0,5
FBgn0030775,0,0,2,1
FBgn0030774,0,0,1,0
FBgn0030773,0,0,0,0
FBgn0030770,1,4,1,0
FBgn0030769,22,20,89,52
FBgn0015336,1,2,2,0
FBgn0030768,3572,3286,4862,4449
FBgn0030808,4810,4668,6913,7209
FBgn0030813,6202,8151,10241,9300
FBgn0030814,3,7,3,3
FBgn0030816,3609,4488,4021,4315
FBgn0030817,33058,29342,20213,18724
FBgn0000163,4075,4155,5331,5349
FBgn0030824,1,0,0,0
FBgn0052564,0,0,0,0
FBgn0052563,0,0,0,0
FBgn0030828,99,81,190,156
FBgn0030829,0,0,0,0
FBgn0030830,0,0,0,0
FBgn0030832,0,0,0,0
FBgn0003057,0,0,0,1
FBgn0030826,0,0,0,0
FBgn0030823,0,0,0,0
FBgn0028974,7817,8085,6232,5910
FBgn0016080,63,45,109,101
FBgn0002590,26472,23602,70617,68059
FBgn0065032,34,65,59,52
FBgn0030815,14,12,8,6
FBgn0030812,10881,11267,15122,15119
FBgn0030809,8435,8669,9662,10857
FBgn0030807,1,0,0,2
FBgn0030806,1228,1108,1694,1582
FBgn0030805,4616,3716,8550,7561
FBgn0030838,6571,7153,8477,7856
FBgn0004854,0,0,0,0
FBgn0011758,0,0,0,0
FBgn0030839,588,456,1053,992
FBgn0030841,0,2,2,5
FBgn0030840,0,0,1,0
FBgn0040877,1,1,0,0
FBgn0027602,3872,3426,6087,6116
FBgn0024238,11348,11239,18714,19794
FBgn0030837,0,2,4,2
FBgn0030836,0,0,0,2
FBgn0030834,2852,2584,5564,4561
FBgn0030833,5792,6507,6005,5779
FBgn0030847,669,768,1166,1211
FBgn0030846,29,40,33,34
FBgn0026313,8573,8207,10574,10495
FBgn0030853,3370,2443,8370,7543
FBgn0030855,5458,5338,7459,7416
FBgn0026192,9814,11859,13632,13504
FBgn0024184,17,9,3,6
FBgn0026058,2,1,0,1
FBgn0030870,1768,1769,9792,9382
FBgn0000617,1517,1335,3461,3070
FBgn0030872,1919,1782,3066,2680
FBgn0052557,0,0,0,0
FBgn0052554,237,236,490,430
FBgn0030873,5847,6653,7814,7324
FBgn0030871,3256,2642,5084,4434
FBgn0030869,11017,12686,15001,14840
FBgn0030868,0,0,0,0
FBgn0030864,9331,11517,11404,10557
FBgn0030859,1,1,0,4
FBgn0030858,4626,4106,5972,5654
FBgn0026375,15838,16706,16881,17135
FBgn0030854,5664,6830,6175,5930
FBgn0030851,2485,2926,3579,3299
FBgn0030850,16070,18100,20400,19592
FBgn0028343,14656,14534,22832,21774
FBgn0030876,322,388,552,546
FBgn0030878,2508,2108,5579,5159
FBgn0030881,1,0,3,2
FBgn0030880,0,0,0,2
FBgn0030882,0,0,0,0
FBgn0052496,0,0,0,0
FBgn0030884,200,195,394,398
FBgn0030889,0,0,0,0
FBgn0030891,3146,3017,4663,4339
FBgn0021765,10239,7280,48610,39605
FBgn0030893,374,410,669,641
FBgn0022724,2652,2619,2516,2424
FBgn0030895,0,1,0,2
FBgn0052553,0,0,0,0
FBgn0030894,5910,6653,6562,6748
FBgn0030890,8580,10222,11694,11177
FBgn0030886,0,0,0,0
FBgn0030883,1955,2062,2298,1988
FBgn0030877,3345,2414,6646,5664
FBgn0083228,7,20,20,26
FBgn0030900,1,0,6,7
FBgn0030911,0,0,0,0
FBgn0030914,3,1,18,19
FBgn0030915,1457,955,2419,2053
FBgn0022355,59,22,135,51
FBgn0030918,5,11,1,0
FBgn0030921,0,0,2,0
FBgn0052551,0,0,0,0
FBgn0052548,2,0,0,0
FBgn0052549,6147,6100,4765,4932
FBgn0008635,7744,5539,14898,14797
FBgn0004957,1572,1124,3794,3309
FBgn0030913,1,1,0,0
FBgn0030912,56,28,139,114
FBgn0004956,33,48,77,78
FBgn0030905,0,0,0,0
FBgn0030904,0,0,0,5
FBgn0030899,93,153,555,665
FBgn0030931,395,369,479,387
FBgn0027087,8354,6248,19786,17143
FBgn0030938,2060,1374,5083,4090
FBgn0052546,0,1,0,0
FBgn0030943,3369,2935,6317,5840
FBgn0001079,3074,2816,2772,2592
FBgn0004959,77,52,239,270
FBgn0030949,0,0,0,0
FBgn0030952,2,0,0,0
FBgn0030951,2,1,0,0
FBgn0010383,1428,1276,2519,3360
FBgn0030947,1,1,2,1
FBgn0030946,4019,3471,4968,4790
FBgn0030945,1179,580,3998,3563
FBgn0030944,2450,2366,6512,5245
FBgn0027335,10771,10534,17836,16563
FBgn0030941,309,370,961,1056
FBgn0030940,2,1,1,1
FBgn0030937,4,4,0,1
FBgn0030936,6,3,1,0
FBgn0030933,29,24,13,9
FBgn0030932,23861,19045,39875,31629
FBgn0010194,1464,1467,1614,1786
FBgn0030930,6182,5968,9755,9179
FBgn0030929,0,0,2,4
FBgn0030928,2,1,13,13
FBgn0030927,8,7,64,134
FBgn0030926,3,1,2,4
FBgn0030925,61,44,152,166
FBgn0030955,1119,1173,2640,3362
FBgn0030958,45,31,101,90
FBgn0030960,2336,3057,2587,2670
FBgn0030961,11,15,58,47
FBgn0030963,1799,1174,3027,2777
FBgn0030964,4079,3680,3599,3442
FBgn0030969,4404,4099,4270,4067
FBgn0052544,22,15,1,2
FBgn0030973,8146,8032,10724,10416
FBgn0030975,2,0,2,0
FBgn0030976,164,254,462,439
FBgn0030974,2597,1546,6574,5522
FBgn0030970,5902,5519,8508,8142
FBgn0030968,6809,4709,13040,10347
FBgn0030966,2549,1857,4978,4397
FBgn0001090,489,194,1888,1570
FBgn0030959,3074,3144,3962,3620
FBgn0030956,2190,2268,3292,3217
FBgn0030954,7,1,6,4
FBgn0030979,0,0,0,0
FBgn0030980,0,0,0,2
FBgn0030981,0,0,0,1
FBgn0030991,7330,8122,9910,9958
FBgn0030992,7,7,18,10
FBgn0030993,50,27,146,148
FBgn0030994,1,4,16,15
FBgn0030996,5525,5355,5357,5099
FBgn0030999,11,8,74,58
FBgn0031000,0,0,0,0
FBgn0031001,72,24,268,222
FBgn0031003,3106,2561,4508,4078
FBgn0031005,1,0,0,0
FBgn0040068,3126,2682,4157,4264
FBgn0031012,8,2,13,5
FBgn0031011,2867,3317,2955,3162
FBgn0031010,13,9,9,17
FBgn0052536,104,74,265,203
FBgn0052537,1272,898,2373,2099
FBgn0031008,4192,3513,8251,7712
FBgn0031006,12420,11933,10696,11027
FBgn0031004,2,5,0,0
FBgn0031002,33,25,59,84
FBgn0030998,0,1,0,0
FBgn0027603,14820,17739,22665,24781
FBgn0030997,40,46,76,67
FBgn0030995,397,312,579,497
FBgn0030990,4691,3716,9427,8444
FBgn0030989,1,1,0,3
FBgn0030985,4,5,10,4
FBgn0030983,0,0,0,0
FBgn0030982,0,0,0,0
FBgn0031018,34,36,61,38
FBgn0031020,23387,19312,36482,33631
FBgn0031021,1762,1312,5775,5273
FBgn0027621,2923,2661,3557,3547
FBgn0031023,6269,5264,9215,9084
FBgn0000257,2882,2245,5062,4644
FBgn0031032,231,201,4,2
FBgn0031034,0,2,1,0
FBgn0031037,4836,5456,5717,5267
FBgn0031040,1322,962,4641,3713
FBgn0031044,3976,4366,5397,5129
FBgn0031045,13,3,21,20
FBgn0031047,9456,8762,10785,10160
FBgn0031049,8391,10344,16695,14384
FBgn0031052,7123,5809,10710,10595
FBgn0031054,2991,2916,4045,3669
FBgn0004057,1355,1108,1584,1729
FBgn0031057,23119,28475,34659,33402
FBgn0010341,15097,17170,22736,22376
FBgn0031059,1978,2299,2384,1892
FBgn0031058,9,7,22,22
FBgn0043903,6816,5105,8536,8540
FBgn0031055,11,15,14,13
FBgn0031053,446,270,610,617
FBgn0031051,9128,7124,13123,13692
FBgn0031050,1223,804,3069,2400
FBgn0031048,5436,4935,11746,10548
FBgn0031043,4840,6067,5482,5274
FBgn0031042,81,53,70,70
FBgn0031036,1718,1441,2826,2480
FBgn0031033,2,1,2,0
FBgn0031031,173,133,69,71
FBgn0031030,22849,25805,31649,31036
FBgn0026430,24188,23593,30929,28941
FBgn0052532,5,10,5,14
FBgn0031026,0,0,0,0
FBgn0027291,21418,22945,35649,35756
FBgn0040890,1819,1400,2810,2133
FBgn0031022,1033,604,2381,2122
FBgn0020261,6848,5357,9818,9801
FBgn0044030,604,534,2808,2097
FBgn0052533,893,514,2974,2908
FBgn0031062,5350,4669,7637,6954
FBgn0031064,0,5,2,2
FBgn0010380,11036,8820,18002,17623
FBgn0031065,2,5,0,2
FBgn0052528,5169,4824,9195,8381
FBgn0031068,1889,1127,3007,2774
FBgn0031069,7329,6615,9520,9436
FBgn0026174,0,1,0,0
FBgn0026175,19,15,4,4
FBgn0031078,10999,8054,19659,19822
FBgn0031077,745,648,1875,1902
FBgn0031074,2,0,0,2
FBgn0031070,2254,1623,3609,3456
FBgn0042132,1613,1560,2737,2446
FBgn0040089,323,299,1003,1172
FBgn0031061,2241,1963,3122,2960
FBgn0031060,1228,935,3646,3072
FBgn0031066,10056,9372,19947,18086
FBgn0036936,0,0,0,0
FBgn0005198,4925,4897,5712,5701
FBgn0036945,125,126,375,405
FBgn0036950,0,0,0,0
FBgn0036953,0,0,1,0
FBgn0036956,24,32,77,57
FBgn0036959,1068,1488,1000,843
FBgn0024814,9186,8737,20991,18705
FBgn0052228,0,0,0,0
FBgn0036967,8264,10702,10124,9481
FBgn0036969,1,2,0,3
FBgn0036972,2,1,4,5
FBgn0052225,12,4,15,15
FBgn0052226,3462,3399,4216,4003
FBgn0036964,1156,1538,2384,2088
FBgn0052227,16,22,9,17
FBgn0036962,1,0,0,0
FBgn0036958,5925,5317,6837,6960
FBgn0036952,0,0,0,0
FBgn0036951,0,0,0,0
FBgn0052224,0,0,0,0
FBgn0036949,0,0,0,0
FBgn0036948,0,0,0,0
FBgn0036947,0,0,0,0
FBgn0036942,1015,1234,1707,1500
FBgn0036941,0,1,0,1
FBgn0036940,0,0,0,1
FBgn0036939,56,30,350,546
FBgn0036938,1151,1390,3932,5590
FBgn0036937,0,0,5,10
FBgn0036935,4,7,5,5
FBgn0036934,5,3,26,28
FBgn0036932,1780,2178,3013,2615
FBgn0036909,2261,3107,3767,3035
FBgn0024889,10168,11241,12704,12228
FBgn0052221,712,801,1048,1078
FBgn0001324,4256,3398,5783,6028
FBgn0020389,2401,2058,4458,4218
FBgn0036913,5135,5180,6731,6859
FBgn0036915,5040,4583,7096,6555
FBgn0028695,23589,20310,37962,37225
FBgn0036918,5151,6326,9473,7185
FBgn0036919,3503,2582,7670,7347
FBgn0036921,15586,19789,27765,25408
FBgn0004852,129,114,161,207
FBgn0036923,55,85,110,92
FBgn0036925,2,0,0,2
FBgn0036926,267,398,680,649
FBgn0013303,3231,5024,7350,6357
FBgn0036928,7972,8445,17206,14735
FBgn0036929,8218,11835,15474,13882
FBgn0036931,39,50,42,53
FBgn0036927,25757,32242,47557,44021
FBgn0005633,2,0,0,3
FBgn0052220,0,0,1,0
FBgn0036924,0,1,0,0
FBgn0036922,625,599,639,585
FBgn0052219,0,0,1,2
FBgn0036920,3471,3079,4598,4227
FBgn0020887,9670,8596,11231,11114
FBgn0014037,20022,20843,27351,27625
FBgn0003744,8600,9418,12615,11697
FBgn0023094,7560,7145,10173,9178
FBgn0036910,855,609,1430,1319
FBgn0040786,211,275,442,295
FBgn0036908,3470,4940,6656,5600
FBgn0036906,2065,2650,3035,2836
FBgn0036880,0,0,2,1
FBgn0036881,0,0,0,0
FBgn0260461,1,2,1,0
FBgn0036886,5557,6772,7433,7275
FBgn0036888,9004,10638,12585,12415
FBgn0010417,4635,4324,5801,5315
FBgn0036890,2,2,3,1
FBgn0036891,26,25,37,40
FBgn0036893,2806,3156,3526,3086
FBgn0029094,11206,12693,17106,14383
FBgn0036895,26,20,33,18
FBgn0004623,0,0,0,0
FBgn0036905,0,0,0,0
FBgn0036899,2,0,0,0
FBgn0022774,877,783,3668,3519
FBgn0036897,3964,4880,5022,4839
FBgn0036896,2282,2784,2572,2805
FBgn0036892,5051,6214,5839,6060
FBgn0020277,0,1,0,0
FBgn0005386,10364,11765,9592,9353
FBgn0036889,3065,3675,3758,3362
FBgn0036887,6184,7409,13219,10598
FBgn0005564,219,210,286,303
FBgn0036882,60,77,80,68
FBgn0040075,6660,6559,10807,10537
FBgn0036856,0,0,0,0
FBgn0036859,1,2,3,0
FBgn0036860,1,0,0,0
FBgn0028380,7725,9588,8791,8493
FBgn0036868,0,0,0,0
FBgn0053255,0,0,0,0
FBgn0052205,432,407,1464,1052
FBgn0003089,233,312,414,391
FBgn0036862,12,11,38,39
FBgn0036861,0,0,0,0
FBgn0036858,0,0,0,0
FBgn0036857,119,158,43,37
FBgn0017578,1749,2185,2966,2755
FBgn0026630,7220,9628,7953,7826
FBgn0036853,2385,2296,4993,4053
FBgn0036834,149,177,360,267
FBgn0036835,2,0,0,0
FBgn0036843,3753,4542,5176,4432
FBgn0036846,3213,3764,3438,3108
FBgn0036849,89,101,112,114
FBgn0016797,372,473,1404,1639
FBgn0052203,1,1,7,10
FBgn0036851,0,0,0,2
FBgn0036850,3772,3835,3338,3157
FBgn0036848,3578,3813,4900,4453
FBgn0036847,3926,4400,8029,6560
FBgn0036844,5801,6122,7362,6929
FBgn0036842,6532,7714,7124,6948
FBgn0015586,0,0,0,0
FBgn0002945,81,137,139,160
FBgn0036839,0,0,0,0
FBgn0036838,4591,5350,5551,5588
FBgn0036837,15225,16334,20824,19781
FBgn0036836,41,51,34,53
FBgn0052204,12,18,23,12
FBgn0036833,0,0,0,0
FBgn0036801,5207,5977,11830,11483
FBgn0040323,720,825,844,765
FBgn0036807,1,0,0,0
FBgn0036810,0,0,0,0
FBgn0036811,1003,1113,2111,1740
FBgn0036813,2702,2684,3772,3440
FBgn0036815,8870,8101,13565,11183
FBgn0052027,1577,2031,1830,1733
FBgn0036817,0,0,1,0
FBgn0036818,1179,1607,1097,966
FBgn0036819,1240,1341,1458,1176
FBgn0036820,2501,3726,3207,2772
FBgn0014075,16787,20626,23046,23285
FBgn0036822,2,0,3,1
FBgn0036825,44023,26835,145484,131127
FBgn0036827,3886,4502,5288,4512
FBgn0036828,4116,4528,5729,5733
FBgn0036831,2,0,2,1
FBgn0036832,0,0,0,0
FBgn0036830,0,0,0,0
FBgn0036829,0,0,0,0
FBgn0027057,5818,6281,7618,7412
FBgn0036826,1769,2232,3211,3006
FBgn0036824,8736,7616,7577,7956
FBgn0036821,65,116,4058,4143
FBgn0025807,1663,1881,2137,1902
FBgn0036816,15333,18008,17368,17294
FBgn0036814,9829,11442,12322,12880
FBgn0001078,8783,8464,15934,16485
FBgn0036812,3108,3906,3747,3606
FBgn0036809,5,17,2,4
FBgn0036808,0,0,0,0
FBgn0036806,64,77,65,46
FBgn0036805,4215,4475,7512,6428
FBgn0036804,1753,1953,3543,2913
FBgn0040322,155,169,74,76
FBgn0042134,43204,41915,71224,71330
FBgn0052198,0,0,0,0
FBgn0036791,0,0,1,0
FBgn0036795,2,0,0,0
FBgn0036796,0,0,0,0
FBgn0052201,0,0,0,0
FBgn0052199,0,0,0,0
FBgn0052200,0,0,0,7
FBgn0013717,4556,4419,4756,4073
FBgn0003683,0,0,0,1
FBgn0028416,0,0,0,0
FBgn0028415,0,0,0,0
FBgn0036787,1,8,88,117
FBgn0052196,302,482,688,649
FBgn0036786,3,1,2,3
FBgn0011706,33,78,26,39
FBgn0036774,2727,2294,4830,4097
FBgn0002901,4033,5431,4190,3984
FBgn0036777,1291,1627,2157,1727
FBgn0052195,545,785,991,892
FBgn0020300,216,291,801,1135
FBgn0036780,27,24,55,35
FBgn0036782,3,1,5,10
FBgn0015946,0,0,0,0
FBgn0036785,0,0,0,0
FBgn0036784,1,0,0,0
FBgn0003997,1187,1672,2058,2583
FBgn0036781,14,26,27,31
FBgn0036778,2,2,5,3
FBgn0036775,4057,3988,5731,5131
FBgn0036773,3069,3557,3475,3499
FBgn0052194,0,0,0,2
FBgn0001134,0,0,2,0
FBgn0036762,10362,8724,19171,17749
FBgn0036763,4123,4241,3615,3406
FBgn0036765,20,36,39,30
FBgn0036768,11,7,15,23
FBgn0036771,1125,1215,1937,1718
FBgn0052192,2,2,0,0
FBgn0000568,1636,1958,3644,4694
FBgn0036772,3402,4158,4889,5058
FBgn0036770,6198,7583,6983,7247
FBgn0036769,6682,7593,14607,14377
FBgn0036767,0,0,0,0
FBgn0036766,1,0,0,0
FBgn0036764,10752,11902,14063,13457
FBgn0036761,8460,8265,12880,11857
FBgn0036760,4245,5024,5569,4708
FBgn0036759,103,147,390,392
FBgn0052189,0,0,0,0
FBgn0052188,0,0,0,0
FBgn0036757,0,2,0,2
FBgn0036756,671,1352,972,1018
FBgn0052191,5,0,1,3
FBgn0052187,200,141,403,277
FBgn0036754,3454,3733,5566,5664
FBgn0052190,13773,14122,22376,21666
FBgn0036732,331,398,525,627
FBgn0052185,0,0,0,0
FBgn0036734,1973,1729,4477,4340
FBgn0036738,0,0,0,0
FBgn0036741,4189,4802,3905,3907
FBgn0036742,89,146,140,163
FBgn0036745,1723,1993,2464,1987
FBgn0052183,0,2,1,0
FBgn0036749,36,29,136,146
FBgn0052182,1,0,0,1
FBgn0052181,3,0,0,1
FBgn0036752,975,1610,1558,2276
FBgn0043025,17,39,21,36
FBgn0036751,1,1,1,0
FBgn0036750,2,1,0,0
FBgn0036747,0,0,0,0
FBgn0036746,6540,7171,8749,8920
FBgn0052179,1829,1939,1799,1708
FBgn0004401,28219,26533,38787,35907
FBgn0036740,3331,3622,5724,5353
FBgn0023197,8,7,1,4
FBgn0036735,12334,14727,15308,15129
FBgn0036733,2729,2276,4049,3452
FBgn0052177,8190,8920,8568,8389
FBgn0036703,1,0,0,0
FBgn0036705,0,0,0,0
FBgn0036707,0,0,0,0
FBgn0036714,3524,4472,3600,3686
FBgn0015550,1,0,0,0
FBgn0040793,6745,6337,14182,10260
FBgn0036725,5,2,2,0
FBgn0036726,4581,5005,9735,7420
FBgn0036727,11,9,8,3
FBgn0036728,4225,3879,8764,7299
FBgn0036730,20,35,24,12
FBgn0036731,0,1,0,0
FBgn0036729,10,11,12,15
FBgn0036723,4,11,0,0
FBgn0052174,2,0,1,0
FBgn0042641,0,0,0,0
FBgn0053052,3264,3332,3768,3443
FBgn0053051,770,1004,1482,1439
FBgn0027660,4041,4113,21979,20475
FBgn0026197,13,17,41,42
FBgn0036717,2,1,2,0
FBgn0036716,0,0,0,0
FBgn0036715,4915,3584,12152,13616
FBgn0036712,0,0,0,1
FBgn0036711,0,1,0,0
FBgn0052173,0,0,0,0
FBgn0036710,6703,7526,5612,5304
FBgn0036709,0,0,0,0
FBgn0036708,0,0,0,0
FBgn0036706,1,0,0,0
FBgn0036704,0,0,0,0
FBgn0036702,7697,7280,12799,12302
FBgn0052170,42,15,45,32
FBgn0036676,1,6,5,8
FBgn0010352,7059,6552,12117,12131
FBgn0036686,9228,10270,12808,12779
FBgn0036688,3757,3858,4038,3731
FBgn0036691,2042,1476,4253,3909
FBgn0036695,2429,2497,2522,2275
FBgn0036697,6782,8108,9155,8577
FBgn0036698,31,29,14,12
FBgn0036696,1207,1488,1852,1382
FBgn0036690,6290,7969,7897,6467
FBgn0011293,5,0,5,5
FBgn0036687,18,12,21,17
FBgn0036684,6907,7071,3851,3626
FBgn0036679,0,0,3,0
FBgn0036678,0,0,0,0
FBgn0036677,0,0,0,0
FBgn0028693,10375,8963,18182,16325
FBgn0052163,838,1234,1558,1349
FBgn0042178,4320,5548,7811,7647
FBgn0042177,8178,10004,11828,12671
FBgn0025558,400,332,539,378
FBgn0041721,424,357,193,115
FBgn0036652,1,3,3,1
FBgn0036654,1,2,0,1
FBgn0000414,5298,5762,6095,6163
FBgn0036655,2,0,1,0
FBgn0043577,0,0,0,0
FBgn0036659,6,4,12,10
FBgn0004108,1460,1389,2434,2300
FBgn0036661,13908,16229,20484,19693
FBgn0036662,2929,3122,4483,4220
FBgn0021768,7871,8871,11867,10880
FBgn0036666,5356,6349,6480,6427
FBgn0036668,9206,11127,9000,9494
FBgn0052161,6,2,3,1
FBgn0003410,12801,14607,15068,14347
FBgn0036670,33,48,1464,1203
FBgn0036671,4028,3418,4652,4116
FBgn0003250,2,1,4,6
FBgn0036667,1577,2028,2405,1694
FBgn0036665,2,3,10,10
FBgn0036663,10022,9815,12146,12896
FBgn0025582,25219,25474,37640,34978
FBgn0036660,6249,6594,7662,7434
FBgn0004556,5253,6587,7238,6996
FBgn0043578,3,10,27,6
FBgn0036656,0,0,0,0
FBgn0063485,0,0,0,0
FBgn0040512,3672,3869,8181,6200
FBgn0010223,38,40,121,97
FBgn0000017,8291,7334,9866,9667
FBgn0017572,5427,5877,8754,8533
FBgn0004465,4604,4071,7551,6726
FBgn0002284,14309,12002,22816,20822
FBgn0036648,880,844,1321,1235
FBgn0027500,17718,13825,25473,23538
FBgn0036643,1158,960,1860,1423
FBgn0036601,0,0,0,0
FBgn0052160,0,0,2,0
FBgn0042201,6,5,0,2
FBgn0036606,0,0,0,0
FBgn0036610,0,0,0,0
FBgn0053061,0,0,0,0
FBgn0053060,0,0,0,0
FBgn0040074,0,0,0,0
FBgn0040794,0,0,0,0
FBgn0036612,10,1,28,10
FBgn0053257,0,0,0,0
FBgn0260460,1877,2179,2833,2583
FBgn0052357,0,0,0,0
FBgn0036617,1,0,0,0
FBgn0036618,0,0,0,0
FBgn0036620,2032,2944,1427,1177
FBgn0042137,1,9,0,1
FBgn0036624,6955,8436,6915,7158
FBgn0036627,1,7,11,17
FBgn0028399,4245,4559,5288,5420
FBgn0053158,2639,2951,3828,4051
FBgn0003515,16,8,29,48
FBgn0036639,0,0,0,0
FBgn0036641,3807,3110,10544,7956
FBgn0026061,1066,1193,2181,2600
FBgn0036638,0,1,2,0
FBgn0004569,171,193,492,443
FBgn0027080,8877,7723,16194,15368
FBgn0036629,722,945,788,780
FBgn0036623,6582,7949,7331,7578
FBgn0036622,4251,4077,6062,5470
FBgn0036621,10225,10886,13955,13976
FBgn0036619,21,35,14,13
FBgn0011693,1,0,0,0
FBgn0036614,1934,2276,2852,2783
FBgn0036608,0,0,0,0
FBgn0036605,0,0,0,0
FBgn0036602,1,0,0,0
FBgn0036600,0,0,0,0
FBgn0044028,6,6,7,12
FBgn0036560,0,0,0,1
FBgn0005536,8824,8522,11642,11739
FBgn0036563,2,2,7,3
FBgn0036566,9998,12229,13931,13889
FBgn0036568,4,3,2,1
FBgn0036569,1653,2261,2818,2780
FBgn0010280,13337,10973,16065,15201
FBgn0036571,2447,3286,2935,2914
FBgn0011016,11477,11643,24039,21565
FBgn0052153,0,0,0,0
FBgn0036579,2863,3966,2948,2659
FBgn0036581,1802,2603,3551,2880
FBgn0036585,0,0,0,0
FBgn0036586,0,0,0,0
FBgn0040798,0,0,0,1
FBgn0036588,3,2,3,10
FBgn0036589,77,55,141,126
FBgn0040797,0,0,2,0
FBgn0036590,0,0,0,1
FBgn0036598,0,0,0,0
FBgn0036597,3,2,14,6
FBgn0036596,10,5,17,15
FBgn0036595,3,2,9,15
FBgn0036594,0,0,3,0
FBgn0036593,0,0,3,0
FBgn0036592,1,0,0,0
FBgn0036591,0,0,0,0
FBgn0036587,8,7,12,17
FBgn0040801,0,0,0,0
FBgn0036584,0,0,0,0
FBgn0036583,0,0,0,0
FBgn0036580,2720,2394,3431,2892
FBgn0036577,1,0,0,0
FBgn0036576,862,1048,1211,1368
FBgn0052152,0,0,0,0
FBgn0036575,1,0,0,2
FBgn0003076,11506,11457,21428,19417
FBgn0036570,2634,2843,3899,3686
FBgn0036567,0,0,2,0
FBgn0036565,6140,8127,8663,8489
FBgn0036531,1,1,1,1
FBgn0036532,0,0,0,0
FBgn0015025,938,1048,1502,1245
FBgn0040230,7713,7867,10189,9840
FBgn0036536,1426,1790,1281,1131
FBgn0036545,1882,2340,3191,2512
FBgn0036547,29,19,33,46
FBgn0036549,1073,1177,1382,1288
FBgn0036550,63,63,79,58
FBgn0036551,459,479,805,727
FBgn0036552,34,42,40,32
FBgn0036553,5,8,5,14
FBgn0000115,3054,3023,4909,4375
FBgn0036557,2298,2505,4651,4378
FBgn0036556,3813,4854,4898,5055
FBgn0000212,13131,13743,13500,12987
FBgn0000489,1453,1726,1888,1687
FBgn0052150,2,0,0,0
FBgn0036538,7292,10740,14468,11811
FBgn0036537,5420,7624,11179,9646
FBgn0036498,48,56,3,4
FBgn0036499,1,0,0,0
FBgn0036500,2525,2697,3891,3607
FBgn0036501,464,601,1497,1452
FBgn0000565,1267,1151,2641,2615
FBgn0036504,171,272,640,554
FBgn0004396,4348,4909,5626,5606
FBgn0036510,5183,5859,8181,6806
FBgn0036512,3296,3603,4171,3904
FBgn0036514,5247,6707,7619,7590
FBgn0036515,5444,5556,10638,9353
FBgn0036518,7238,7657,11906,12232
FBgn0036522,12711,14795,13237,12940
FBgn0004589,0,0,0,0
FBgn0004591,0,0,0,0
FBgn0004594,0,0,0,0
FBgn0014849,0,0,0,0
FBgn0014851,0,0,0,0
FBgn0036527,0,0,0,0
FBgn0036529,8,3,6,3
FBgn0010105,7,3,8,10
FBgn0041160,178,172,482,648
FBgn0036528,0,0,0,0
FBgn0014850,0,0,0,0
FBgn0014848,0,0,0,0
FBgn0004593,0,0,0,0
FBgn0004592,0,0,0,0
FBgn0004590,0,0,0,0
FBgn0004588,0,1,0,0
FBgn0036520,0,1,2,3
FBgn0036519,2289,2533,3367,2994
FBgn0036516,3595,3155,6740,5986
FBgn0036509,5140,6271,8214,7881
FBgn0036505,6078,7741,8610,7829
FBgn0004228,3,4,5,3
FBgn0036503,0,0,0,0
FBgn0036502,2385,2739,4124,3693
FBgn0026738,3161,3560,3977,3638
FBgn0040805,405,649,130,137
FBgn0029114,361,377,1561,2075
FBgn0036491,1,0,0,0
FBgn0036494,0,0,0,0
FBgn0036495,0,0,0,0
FBgn0036497,3,0,0,0
FBgn0036496,0,0,0,0
FBgn0036492,3,2,15,15
FBgn0026320,1,3,0,3
FBgn0000216,0,0,0,0
FBgn0040296,0,0,0,0
FBgn0036459,0,0,0,0
FBgn0036460,3714,3451,6494,6020
FBgn0002778,792,909,14046,14458
FBgn0036461,8,17,9,4
FBgn0023174,17054,16647,23285,21185
FBgn0047338,0,0,0,0
FBgn0036470,0,0,0,0
FBgn0027088,12676,13308,19113,17755
FBgn0036479,4,3,5,8
FBgn0036480,2920,3310,4253,4007
FBgn0052847,3,4,3,9
FBgn0036484,6581,6957,7760,6929
FBgn0036485,3,12,20,17
FBgn0036487,4042,3731,6444,6004
FBgn0036488,1519,1552,2277,1891
